University ID,University Name,Official Website,Email (Inquiry),Phone Number,Address,Country,State,City,Zip Code,Latitude,Longitude,Campus Type,Established,Programs Offered -Undergraduate,duration of undergraduation course,Programs Offered-Postgraduate,duration of postgraduation course,Programs Offered -PhD,duration of phd course,Programs Offered-Diploma,duration of diploma course,Programs Offered Online courses,duration of online course,Popular Courses,Admission Req,CGPA,IELTS,SAT/GRE/GMAT,Deadline (Sem 1),Academic Calendar,Medium,Tuition Fee (Annual),Living Cost (Annual),Total Estimated Cost,Scholarships,Intl Services,Accommodation,Airport Pickup,Pre-arrival,Documents Required,Image URL,Program Level,Course
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Master of Engineering
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Master of IT
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Master of Public Health
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Master of Data Science
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Juris Doctor
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Master of Architecture
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Postgraduate,Master of Education
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Doctor of Philosophy in Arts
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Science
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Medicine
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Engineering
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Business
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Law
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Education
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,PhD,Fine Arts
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Diploma,Diploma in Languages
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Diploma,Diploma in Music
00116K,University of Melbourne,https://www.unimelb.edu.au,13melb@unimelb.edu.au,+61 3 9035 5511,"Grattan Street, Parkville",Australia,Victoria,Melbourne,3010,-37.7963,144.9614,Urban,1853,"Bachelor of Arts, Bachelor of Science, Bachelor of Commerce, Bachelor of Design, Bachelor of Biomedicine, Bachelor of Agriculture, Bachelor of Music, Bachelor of Fine Arts, Bachelor of Oral Health",3-4 Years,"Master of Management, Master of Engineering, Master of IT, Master of Public Health, Master of Data Science, Juris Doctor, Master of Architecture, Master of Education",1.5-2 Years,"Doctor of Philosophy in Arts, Science, Medicine, Engineering, Business, Law, Education, Fine Arts",3-4 Years,"Diploma in Languages, Diploma in Music, Diploma in Computing, Graduate Diploma in Psychology",1 Year,"Master of Public Health (Online), Master of Data Science (Online), Master of Applied Positive Psychology",0.5-3 Years,"Medicine, Law, Engineering, Business",High School Certificate / Bachelor Degree,3.0/4.0 or equivalent,6.5 - 7.0,Optional/Required for MBA,December 31,Semester 1: Feb-June; Semester 2: July-Nov,English,"35,000 - 55,000 AUD","25,000 - 30,000 AUD","60,000 - 85,000 AUD","Melbourne International Undergraduate Scholarship, Graduate Research Scholarships","Airport pickup, Orientation, Student Support","On-campus Residential Colleges, Off-campus Apartments",Yes,Yes,"Transcripts, Passport, English Proficiency, SOP, LOR",https://upload.wikimedia.org/wikipedia/commons/e/e0/The_University_of_Melbourne%2C_Old_Quad_and_South_Lawn.jpg,Diploma,Diploma in Computing
